"changed_fraction","seed","t","policy","epsilon","changed_loss"
"0.05","5004","120","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2121020317077638"
"0.05","5004","130","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.0635757446289062"
"0.05","5004","140","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2215560913085937"
"0.05","5004","150","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2442977905273436"
"0.05","5004","160","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.135303497314453"
"0.05","5004","170","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.197061538696289"
"0.05","5004","180","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.190616989135742"
"0.05","5004","190","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.261917495727539"
"0.05","5004","199","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.208811950683594"
"0.05","5004","0","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.3994815826416016"
"0.05","5004","10","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.411427879333496"
"0.05","5004","20","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.3512128829956054"
"0.05","5004","30","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.476051139831543"
"0.05","5004","40","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.3111775398254393"
"0.05","5004","50","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.8502269744873048"
"0.05","5004","60","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.082625961303711"
"0.05","5004","70","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.9740272521972657"
"0.05","5004","80","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.134776306152344"
"0.05","5004","90","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.9768383026123046"
"0.05","5004","100","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.045915412902832"
"0.05","5004","110","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.8885631561279297"
"0.05","5004","120","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.0611835956573485"
"0.05","5004","130","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.890446662902832"
"0.05","5004","140","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.9359954833984374"
"0.05","5004","150","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.997460174560547"
"0.05","5004","160","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.9596824645996094"
"0.05","5004","170","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.225082015991211"
"0.05","5004","180","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.2431931495666504"
"0.05","5004","190","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.227817916870117"
"0.05","5004","199","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.108290100097656"
"0.05","5005","0","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","1.4262884140014649"
"0.05","5005","10","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","1.4346820831298828"
"0.05","5005","20","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","1.3895839691162108"
"0.05","5005","30","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","1.4415817260742188"
"0.05","5005","40","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2516456604003907"
"0.05","5005","50","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.3067935943603515"
"0.05","5005","60","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2839920043945314"
"0.05","5005","70","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.1072223663330076"
"0.05","5005","80","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.196360206604004"
"0.05","5005","90","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.1798883438110352"
"0.05","5005","100","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.3031391143798827"
"0.05","5005","110","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2433399200439452"
"0.05","5005","120","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.427989959716797"
"0.05","5005","130","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.1996707916259766"
"0.05","5005","140","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2575674057006836"
"0.05","5005","150","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.1361446380615234"
"0.05","5005","160","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.193960189819336"
"0.05","5005","170","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.0901670455932617"
"0.05","5005","180","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2549705505371094"
"0.05","5005","190","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2140127182006837"
"0.05","5005","199","adaptive_osmd2025_nativegrad_ogpm_eps_1","eps_1","2.2008831024169924"
"0.05","5005","0","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.4262884140014649"
"0.05","5005","10","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.4346820831298828"
"0.05","5005","20","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.3895839691162108"
"0.05","5005","30","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.4451093673706055"
"0.05","5005","40","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.089330863952637"
"0.05","5005","50","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.2769603729248047"
"0.05","5005","60","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.160440731048584"
"0.05","5005","70","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.0514623641967775"
"0.05","5005","80","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.0672113418579103"
"0.05","5005","90","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.1510258674621583"
"0.05","5005","100","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.2225255966186523"
"0.05","5005","110","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.2887874603271485"
"0.05","5005","120","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.1594757080078124"
"0.05","5005","130","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.2242774963378906"
"0.05","5005","140","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.1100486755371093"
"0.05","5005","150","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.183043670654297"
"0.05","5005","160","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.2007369995117188"
"0.05","5005","170","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.0575534820556642"
"0.05","5005","180","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.1183731079101564"
"0.05","5005","190","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","1.9404480457305908"
"0.05","5005","199","feroma2026_calibrated_profile_ogpm_ema_eps_1","eps_1","2.232298469543457"
