"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.3008029430144922"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.2205635580411643"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.3868101727158704"
