"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.44899373326488157"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.4733605622797345"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.4775486014934413"
