"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.6035279410206346"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.6655029296424625"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.622004426423702"
