"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.3890923898098165"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.44489532145829497"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.5413658187217263"
