"changed_fraction","seed","t","policy","epsilon","changed_loss"
"0.05","5001","20","oort_official_ogpm_eps_1","eps_1","1.4120233535766602"
"0.05","5001","30","oort_official_ogpm_eps_1","eps_1","1.5127714157104493"
"0.05","5001","40","oort_official_ogpm_eps_1","eps_1","2.099725341796875"
"0.05","5001","50","oort_official_ogpm_eps_1","eps_1","2.214081573486328"
"0.05","5001","60","oort_official_ogpm_eps_1","eps_1","2.199754333496094"
"0.05","5001","70","oort_official_ogpm_eps_1","eps_1","2.1807220458984373"
"0.05","5001","80","oort_official_ogpm_eps_1","eps_1","2.0232826232910157"
"0.05","5001","90","oort_official_ogpm_eps_1","eps_1","2.1847938537597655"
"0.05","5001","100","oort_official_ogpm_eps_1","eps_1","2.0524044036865234"
"0.05","5001","110","oort_official_ogpm_eps_1","eps_1","2.1210742950439454"
"0.05","5001","120","oort_official_ogpm_eps_1","eps_1","2.1219295501708983"
"0.05","5001","130","oort_official_ogpm_eps_1","eps_1","2.064143943786621"
"0.05","5001","140","oort_official_ogpm_eps_1","eps_1","2.0966941833496096"
"0.05","5001","150","oort_official_ogpm_eps_1","eps_1","2.362151336669922"
"0.05","5001","160","oort_official_ogpm_eps_1","eps_1","2.2602779388427736"
"0.05","5001","170","oort_official_ogpm_eps_1","eps_1","2.355280303955078"
"0.05","5001","180","oort_official_ogpm_eps_1","eps_1","2.398882293701172"
"0.05","5001","190","oort_official_ogpm_eps_1","eps_1","2.3735801696777346"
"0.05","5001","199","oort_official_ogpm_eps_1","eps_1","2.3723381042480467"
"0.05","5001","0","hics2024_source_adapted_ogpm_eps_1","eps_1","1.326156234741211"
"0.05","5001","10","hics2024_source_adapted_ogpm_eps_1","eps_1","1.4064334869384765"
"0.05","5001","20","hics2024_source_adapted_ogpm_eps_1","eps_1","1.4120233535766602"
"0.05","5001","30","hics2024_source_adapted_ogpm_eps_1","eps_1","1.544801616668701"
"0.05","5001","40","hics2024_source_adapted_ogpm_eps_1","eps_1","2.146825408935547"
"0.05","5001","50","hics2024_source_adapted_ogpm_eps_1","eps_1","2.2443042755126954"
"0.05","5001","60","hics2024_source_adapted_ogpm_eps_1","eps_1","2.331983184814453"
"0.05","5001","70","hics2024_source_adapted_ogpm_eps_1","eps_1","2.14254150390625"
"0.05","5001","80","hics2024_source_adapted_ogpm_eps_1","eps_1","2.011285400390625"
"0.05","5001","90","hics2024_source_adapted_ogpm_eps_1","eps_1","2.3226146697998047"
"0.05","5001","100","hics2024_source_adapted_ogpm_eps_1","eps_1","2.218644714355469"
"0.05","5001","110","hics2024_source_adapted_ogpm_eps_1","eps_1","1.986185073852539"
"0.05","5001","120","hics2024_source_adapted_ogpm_eps_1","eps_1","2.085200881958008"
"0.05","5001","130","hics2024_source_adapted_ogpm_eps_1","eps_1","2.007649612426758"
"0.05","5001","140","hics2024_source_adapted_ogpm_eps_1","eps_1","1.938265323638916"
"0.05","5001","150","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1273757934570314"
"0.05","5001","160","hics2024_source_adapted_ogpm_eps_1","eps_1","2.322848892211914"
"0.05","5001","170","hics2024_source_adapted_ogpm_eps_1","eps_1","2.174042892456055"
"0.05","5001","180","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1252574920654297"
"0.05","5001","190","hics2024_source_adapted_ogpm_eps_1","eps_1","2.089293670654297"
"0.05","5001","199","hics2024_source_adapted_ogpm_eps_1","eps_1","2.116114044189453"
"0.05","5001","0","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.326156234741211"
"0.05","5001","10","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.4064334869384765"
"0.05","5001","20","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.4120233535766602"
"0.05","5001","30","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.5186273574829101"
"0.05","5001","40","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.3154239654541016"
"0.05","5001","50","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.359878158569336"
"0.05","5001","60","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2592697143554688"
"0.05","5001","70","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2166393280029295"
"0.05","5001","80","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2034980773925783"
"0.05","5001","90","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.1372344970703123"
"0.05","5001","100","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.293777084350586"
"0.05","5001","110","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.4243797302246093"
"0.05","5001","120","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.1967334747314453"
"0.05","5001","130","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2090181350708007"
"0.05","5001","140","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.018060302734375"
"0.05","5001","150","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.278004455566406"
"0.05","5001","160","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.0840194702148436"
"0.05","5001","170","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.1748462677001954"
"0.05","5001","180","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.0104438781738283"
"0.05","5001","190","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.071955680847168"
"0.05","5001","199","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.0112247467041016"
"0.05","5001","0","mcglr_top2_ogpm_eps_1","eps_1","1.326156234741211"
"0.05","5001","10","mcglr_top2_ogpm_eps_1","eps_1","1.4064334869384765"
"0.05","5001","20","mcglr_top2_ogpm_eps_1","eps_1","1.4120233535766602"
"0.05","5001","30","mcglr_top2_ogpm_eps_1","eps_1","1.555933380126953"
"0.05","5001","40","mcglr_top2_ogpm_eps_1","eps_1","2.218288612365723"
"0.05","5001","50","mcglr_top2_ogpm_eps_1","eps_1","2.5325103759765626"
"0.05","5001","60","mcglr_top2_ogpm_eps_1","eps_1","2.2262062072753905"
"0.05","5001","70","mcglr_top2_ogpm_eps_1","eps_1","2.190765380859375"
"0.05","5001","80","mcglr_top2_ogpm_eps_1","eps_1","1.8215055465698242"
"0.05","5001","90","mcglr_top2_ogpm_eps_1","eps_1","1.9071338653564454"
"0.05","5001","100","mcglr_top2_ogpm_eps_1","eps_1","1.8585071563720703"
"0.05","5001","110","mcglr_top2_ogpm_eps_1","eps_1","1.683004379272461"
"0.05","5001","120","mcglr_top2_ogpm_eps_1","eps_1","1.7390846252441405"
"0.05","5001","130","mcglr_top2_ogpm_eps_1","eps_1","1.5767765045166016"
"0.05","5001","140","mcglr_top2_ogpm_eps_1","eps_1","1.6791437149047852"
"0.05","5001","150","mcglr_top2_ogpm_eps_1","eps_1","1.7841079711914063"
"0.05","5001","160","mcglr_top2_ogpm_eps_1","eps_1","1.6392177581787108"
"0.05","5001","170","mcglr_top2_ogpm_eps_1","eps_1","1.832000732421875"
"0.05","5001","180","mcglr_top2_ogpm_eps_1","eps_1","1.7299749374389648"
"0.05","5001","190","mcglr_top2_ogpm_eps_1","eps_1","1.9339061737060548"
"0.05","5001","199","mcglr_top2_ogpm_eps_1","eps_1","1.8413246154785157"
"0.05","5002","0","random","none","1.2952272415161132"
"0.05","5002","10","random","none","1.4051586151123048"
"0.05","5002","20","random","none","1.403061866760254"
"0.05","5002","30","random","none","1.4180198669433595"
"0.05","5002","40","random","none","2.120535469055176"
"0.05","5002","50","random","none","2.1606895446777346"
"0.05","5002","60","random","none","2.258932685852051"
"0.05","5002","70","random","none","2.1965768814086912"
"0.05","5002","80","random","none","1.9570449829101562"
"0.05","5002","90","random","none","2.104227638244629"
"0.05","5002","100","random","none","2.1285675048828123"
"0.05","5002","110","random","none","2.2288959503173826"
"0.05","5002","120","random","none","2.0998462677001952"
"0.05","5002","130","random","none","2.0776973724365235"
"0.05","5002","140","random","none","2.0113594055175783"
"0.05","5002","150","random","none","2.0929454803466796"
"0.05","5002","160","random","none","1.950299072265625"
"0.05","5002","170","random","none","2.0630592346191405"
"0.05","5002","180","random","none","2.2789836883544923"
"0.05","5002","190","random","none","2.2047344207763673"
"0.05","5002","199","random","none","2.040350151062012"
"0.05","5002","0","oracle","none","1.2952272415161132"
"0.05","5002","10","oracle","none","1.4051586151123048"
"0.05","5002","20","oracle","none","1.403061866760254"
"0.05","5002","30","oracle","none","1.4077983856201173"
"0.05","5002","40","oracle","none","1.6389921188354493"
"0.05","5002","50","oracle","none","1.5369613647460938"
"0.05","5002","60","oracle","none","1.5892642974853515"
"0.05","5002","70","oracle","none","1.4781462669372558"
"0.05","5002","80","oracle","none","1.4175710678100586"
"0.05","5002","90","oracle","none","1.4853116035461427"
"0.05","5002","100","oracle","none","1.4437524795532226"
"0.05","5002","110","oracle","none","1.5419210910797119"
"0.05","5002","120","oracle","none","1.3714764595031739"
"0.05","5002","130","oracle","none","1.4297874450683594"
"0.05","5002","140","oracle","none","1.427912425994873"
"0.05","5002","150","oracle","none","1.53760085105896"
"0.05","5002","160","oracle","none","1.439891242980957"
"0.05","5002","170","oracle","none","1.5037545204162597"
"0.05","5002","180","oracle","none","1.5364379644393922"
"0.05","5002","190","oracle","none","1.6277446508407594"
"0.05","5002","199","oracle","none","1.4202185153961182"
"0.05","5002","0","poc_ogpm_eps_1","eps_1","1.2952272415161132"
"0.05","5002","10","poc_ogpm_eps_1","eps_1","1.4051586151123048"
"0.05","5002","20","poc_ogpm_eps_1","eps_1","1.403061866760254"
"0.05","5002","30","poc_ogpm_eps_1","eps_1","1.3783851623535157"
"0.05","5002","40","poc_ogpm_eps_1","eps_1","2.0795255661010743"
"0.05","5002","50","poc_ogpm_eps_1","eps_1","2.1561553955078123"
"0.05","5002","60","poc_ogpm_eps_1","eps_1","2.1713191986083986"
"0.05","5002","70","poc_ogpm_eps_1","eps_1","2.0455596923828123"
"0.05","5002","80","poc_ogpm_eps_1","eps_1","1.928323745727539"
"0.05","5002","90","poc_ogpm_eps_1","eps_1","2.1102630615234377"
"0.05","5002","100","poc_ogpm_eps_1","eps_1","1.9960010528564454"
"0.05","5002","110","poc_ogpm_eps_1","eps_1","2.075234222412109"
"0.05","5002","120","poc_ogpm_eps_1","eps_1","1.9826000213623047"
"0.05","5002","130","poc_ogpm_eps_1","eps_1","2.1054317474365236"
"0.05","5002","140","poc_ogpm_eps_1","eps_1","2.1070720672607424"
"0.05","5002","150","poc_ogpm_eps_1","eps_1","2.01715087890625"
"0.05","5002","160","poc_ogpm_eps_1","eps_1","2.0532953262329103"
"0.05","5002","170","poc_ogpm_eps_1","eps_1","2.049392318725586"
"0.05","5002","180","poc_ogpm_eps_1","eps_1","1.920786476135254"
"0.05","5002","190","poc_ogpm_eps_1","eps_1","2.151251029968262"
"0.05","5002","199","poc_ogpm_eps_1","eps_1","1.9876771926879884"
"0.05","5002","0","oort_official_ogpm_eps_1","eps_1","1.2952272415161132"
"0.05","5002","10","oort_official_ogpm_eps_1","eps_1","1.4051586151123048"
"0.05","5002","20","oort_official_ogpm_eps_1","eps_1","1.403061866760254"
"0.05","5002","30","oort_official_ogpm_eps_1","eps_1","1.4180198669433595"
"0.05","5002","40","oort_official_ogpm_eps_1","eps_1","2.120535469055176"
"0.05","5002","50","oort_official_ogpm_eps_1","eps_1","2.1606895446777346"
"0.05","5002","60","oort_official_ogpm_eps_1","eps_1","2.2958137512207033"
"0.05","5002","70","oort_official_ogpm_eps_1","eps_1","2.1545663833618165"
"0.05","5002","80","oort_official_ogpm_eps_1","eps_1","2.1065338134765623"
"0.05","5002","90","oort_official_ogpm_eps_1","eps_1","2.2157142639160154"
"0.05","5002","100","oort_official_ogpm_eps_1","eps_1","2.14044189453125"
"0.05","5002","110","oort_official_ogpm_eps_1","eps_1","2.3738357543945314"
"0.05","5002","120","oort_official_ogpm_eps_1","eps_1","2.044362258911133"
"0.05","5002","130","oort_official_ogpm_eps_1","eps_1","1.9735763549804688"
"0.05","5002","140","oort_official_ogpm_eps_1","eps_1","2.010802459716797"
"0.05","5002","150","oort_official_ogpm_eps_1","eps_1","2.0324031829833986"
"0.05","5002","160","oort_official_ogpm_eps_1","eps_1","2.215900421142578"
"0.05","5002","170","oort_official_ogpm_eps_1","eps_1","2.1217185974121096"
"0.05","5002","180","oort_official_ogpm_eps_1","eps_1","2.1300865173339845"
"0.05","5002","190","oort_official_ogpm_eps_1","eps_1","2.125697708129883"
"0.05","5002","199","oort_official_ogpm_eps_1","eps_1","1.9145243644714356"
"0.05","5002","0","hics2024_source_adapted_ogpm_eps_1","eps_1","1.2952272415161132"
"0.05","5002","10","hics2024_source_adapted_ogpm_eps_1","eps_1","1.4051586151123048"
"0.05","5002","20","hics2024_source_adapted_ogpm_eps_1","eps_1","1.403061866760254"
"0.05","5002","30","hics2024_source_adapted_ogpm_eps_1","eps_1","1.38074951171875"
"0.05","5002","40","hics2024_source_adapted_ogpm_eps_1","eps_1","2.096504974365234"
"0.05","5002","50","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1088829040527344"
"0.05","5002","60","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1738662719726562"
"0.05","5002","70","hics2024_source_adapted_ogpm_eps_1","eps_1","2.228756332397461"
"0.05","5002","80","hics2024_source_adapted_ogpm_eps_1","eps_1","1.9686359405517577"
"0.05","5002","90","hics2024_source_adapted_ogpm_eps_1","eps_1","2.119138717651367"
"0.05","5002","100","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1585205078125"
"0.05","5002","110","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1862268447875977"
"0.05","5002","120","hics2024_source_adapted_ogpm_eps_1","eps_1","2.139263916015625"
"0.05","5002","130","hics2024_source_adapted_ogpm_eps_1","eps_1","2.0859230041503904"
"0.05","5002","140","hics2024_source_adapted_ogpm_eps_1","eps_1","2.2474327087402344"
"0.05","5002","150","hics2024_source_adapted_ogpm_eps_1","eps_1","2.0956554412841797"
"0.05","5002","160","hics2024_source_adapted_ogpm_eps_1","eps_1","2.171503448486328"
"0.05","5002","170","hics2024_source_adapted_ogpm_eps_1","eps_1","2.2470783233642577"
"0.05","5002","180","hics2024_source_adapted_ogpm_eps_1","eps_1","2.189406490325928"
"0.05","5002","190","hics2024_source_adapted_ogpm_eps_1","eps_1","2.173642158508301"
"0.05","5002","199","hics2024_source_adapted_ogpm_eps_1","eps_1","2.1252126693725586"
"0.05","5002","0","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.2952272415161132"
"0.05","5002","10","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.4051586151123048"
"0.05","5002","20","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.403061866760254"
"0.05","5002","30","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","1.3988021850585937"
"0.05","5002","40","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.083046722412109"
"0.05","5002","50","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.099936676025391"
"0.05","5002","60","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2459295272827147"
"0.05","5002","70","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.301942253112793"
"0.05","5002","80","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.1562984466552733"
"0.05","5002","90","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.254804229736328"
"0.05","5002","100","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2487632751464846"
"0.05","5002","110","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.3273670196533205"
"0.05","5002","120","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.1040882110595702"
"0.05","5002","130","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2707422256469725"
"0.05","5002","140","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2106563568115236"
"0.05","5002","150","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.128596305847168"
"0.05","5002","160","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.0654844284057616"
"0.05","5002","170","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.0882051467895506"
"0.05","5002","180","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.1533834457397463"
"0.05","5002","190","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.2496628761291504"
"0.05","5002","199","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","2.172319221496582"
"0.05","5002","0","mcglr_top2_ogpm_eps_1","eps_1","1.2952272415161132"
"0.05","5002","10","mcglr_top2_ogpm_eps_1","eps_1","1.4051586151123048"
"0.05","5002","20","mcglr_top2_ogpm_eps_1","eps_1","1.403061866760254"
"0.05","5002","30","mcglr_top2_ogpm_eps_1","eps_1","1.4155765533447267"
"0.05","5002","40","mcglr_top2_ogpm_eps_1","eps_1","1.8851947784423828"
"0.05","5002","50","mcglr_top2_ogpm_eps_1","eps_1","1.859868049621582"
"0.05","5002","60","mcglr_top2_ogpm_eps_1","eps_1","1.8548368453979491"
"0.05","5002","70","mcglr_top2_ogpm_eps_1","eps_1","2.0390586853027344"
"0.05","5002","80","mcglr_top2_ogpm_eps_1","eps_1","1.9445766448974608"
"0.05","5002","90","mcglr_top2_ogpm_eps_1","eps_1","1.8967443466186524"
"0.05","5002","100","mcglr_top2_ogpm_eps_1","eps_1","1.8766860961914062"
"0.05","5002","110","mcglr_top2_ogpm_eps_1","eps_1","2.171758270263672"
"0.05","5002","120","mcglr_top2_ogpm_eps_1","eps_1","1.8433752059936523"
"0.05","5002","130","mcglr_top2_ogpm_eps_1","eps_1","1.9028679847717285"
"0.05","5002","140","mcglr_top2_ogpm_eps_1","eps_1","1.8776071548461915"
"0.05","5002","150","mcglr_top2_ogpm_eps_1","eps_1","1.8463552474975586"
"0.05","5002","160","mcglr_top2_ogpm_eps_1","eps_1","1.718430995941162"
"0.05","5002","170","mcglr_top2_ogpm_eps_1","eps_1","1.8278996467590332"
"0.05","5002","180","mcglr_top2_ogpm_eps_1","eps_1","1.9276530265808105"
"0.05","5002","190","mcglr_top2_ogpm_eps_1","eps_1","2.05321524143219"
"0.05","5002","199","mcglr_top2_ogpm_eps_1","eps_1","1.7408480644226074"
"0.05","5003","0","random","none","1.4327064514160157"
"0.05","5003","10","random","none","1.4153934478759767"
"0.05","5003","20","random","none","1.3379493713378907"
"0.05","5003","30","random","none","1.4339056015014648"
"0.05","5003","40","random","none","2.138232612609863"
"0.05","5003","50","random","none","2.0991100311279296"
"0.05","5003","60","random","none","2.2844066619873047"
"0.05","5003","70","random","none","2.2240482330322267"
"0.05","5003","80","random","none","2.1679285049438475"
"0.05","5003","90","random","none","2.2534458160400392"
"0.05","5003","100","random","none","2.2271915435791017"
"0.05","5003","110","random","none","2.1514793395996095"
"0.05","5003","120","random","none","2.21960563659668"
"0.05","5003","130","random","none","2.08758430480957"
"0.05","5003","140","random","none","2.129197692871094"
"0.05","5003","150","random","none","2.2084671020507813"
"0.05","5003","160","random","none","2.117008590698242"
"0.05","5003","170","random","none","2.0376484870910643"
"0.05","5003","180","random","none","2.2375097274780273"
"0.05","5003","190","random","none","2.0632350921630858"
"0.05","5003","199","random","none","2.2046714782714845"
"0.05","5003","0","oracle","none","1.4327064514160157"
"0.05","5003","10","oracle","none","1.4153934478759767"
"0.05","5003","20","oracle","none","1.3379493713378907"
"0.05","5003","30","oracle","none","1.4409740447998047"
"0.05","5003","40","oracle","none","1.857025146484375"
"0.05","5003","50","oracle","none","1.700476837158203"
"0.05","5003","60","oracle","none","1.7084236145019531"
"0.05","5003","70","oracle","none","1.6244556427001953"
"0.05","5003","80","oracle","none","1.6546287536621094"
"0.05","5003","90","oracle","none","1.648208236694336"
"0.05","5003","100","oracle","none","1.5981082916259766"
"0.05","5003","110","oracle","none","1.5212203979492187"
"0.05","5003","120","oracle","none","1.7314455032348632"
"0.05","5003","130","oracle","none","1.5322954177856445"
"0.05","5003","140","oracle","none","1.5369720458984375"
"0.05","5003","150","oracle","none","1.6367756843566894"
"0.05","5003","160","oracle","none","1.4177386283874511"
"0.05","5003","170","oracle","none","1.5680618286132812"
"0.05","5003","180","oracle","none","1.573360300064087"
"0.05","5003","190","oracle","none","1.6078487396240235"
"0.05","5003","199","oracle","none","1.6472253799438477"
"0.05","5003","0","poc_ogpm_eps_1","eps_1","1.4327064514160157"
"0.05","5003","10","poc_ogpm_eps_1","eps_1","1.4153934478759767"
"0.05","5003","20","poc_ogpm_eps_1","eps_1","1.3379493713378907"
"0.05","5003","30","poc_ogpm_eps_1","eps_1","1.4276798248291016"
"0.05","5003","40","poc_ogpm_eps_1","eps_1","2.143576431274414"
"0.05","5003","50","poc_ogpm_eps_1","eps_1","2.316139984130859"
"0.05","5003","60","poc_ogpm_eps_1","eps_1","2.2927783966064452"
"0.05","5003","70","poc_ogpm_eps_1","eps_1","2.1864601135253907"
"0.05","5003","80","poc_ogpm_eps_1","eps_1","2.2379833221435548"
"0.05","5003","90","poc_ogpm_eps_1","eps_1","2.3178569793701174"
"0.05","5003","100","poc_ogpm_eps_1","eps_1","2.1501224517822264"
"0.05","5003","110","poc_ogpm_eps_1","eps_1","2.128867340087891"
"0.05","5003","120","poc_ogpm_eps_1","eps_1","2.1826850891113283"
"0.05","5003","130","poc_ogpm_eps_1","eps_1","2.216231346130371"
"0.05","5003","140","poc_ogpm_eps_1","eps_1","2.160342788696289"
"0.05","5003","150","poc_ogpm_eps_1","eps_1","2.1465988159179688"
"0.05","5003","160","poc_ogpm_eps_1","eps_1","1.9873332977294922"
"0.05","5003","170","poc_ogpm_eps_1","eps_1","2.129199981689453"
"0.05","5003","180","poc_ogpm_eps_1","eps_1","2.103963851928711"
"0.05","5003","190","poc_ogpm_eps_1","eps_1","2.150643730163574"
"0.05","5003","199","poc_ogpm_eps_1","eps_1","2.222762107849121"
"0.05","5003","0","oort_official_ogpm_eps_1","eps_1","1.4327064514160157"
"0.05","5003","10","oort_official_ogpm_eps_1","eps_1","1.4153934478759767"
"0.05","5003","20","oort_official_ogpm_eps_1","eps_1","1.3379493713378907"
"0.05","5003","30","oort_official_ogpm_eps_1","eps_1","1.4339056015014648"
"0.05","5003","40","oort_official_ogpm_eps_1","eps_1","2.138232612609863"
"0.05","5003","50","oort_official_ogpm_eps_1","eps_1","2.0991100311279296"
"0.05","5003","60","oort_official_ogpm_eps_1","eps_1","2.262665557861328"
"0.05","5003","70","oort_official_ogpm_eps_1","eps_1","2.324645233154297"
"0.05","5003","80","oort_official_ogpm_eps_1","eps_1","2.240262985229492"
"0.05","5003","90","oort_official_ogpm_eps_1","eps_1","2.2809463500976563"
"0.05","5003","100","oort_official_ogpm_eps_1","eps_1","2.1932838439941404"
"0.05","5003","110","oort_official_ogpm_eps_1","eps_1","2.2125415802001953"
"0.05","5003","120","oort_official_ogpm_eps_1","eps_1","2.2661975860595702"
"0.05","5003","130","oort_official_ogpm_eps_1","eps_1","2.1783180236816406"
"0.05","5003","140","oort_official_ogpm_eps_1","eps_1","2.303275299072266"
"0.05","5003","150","oort_official_ogpm_eps_1","eps_1","2.4588172912597654"
"0.05","5003","160","oort_official_ogpm_eps_1","eps_1","2.1543251037597657"
"0.05","5003","170","oort_official_ogpm_eps_1","eps_1","2.421925354003906"
"0.05","5003","180","oort_official_ogpm_eps_1","eps_1","2.329120635986328"
"0.05","5003","190","oort_official_ogpm_eps_1","eps_1","2.2963504791259766"
"0.05","5003","199","oort_official_ogpm_eps_1","eps_1","2.3554994821548463"
"0.05","5003","0","hics2024_source_adapted_ogpm_eps_1","eps_1","1.4327064514160157"
"0.05","5003","10","hics2024_source_adapted_ogpm_eps_1","eps_1","1.4153934478759767"
"0.05","5003","20","hics2024_source_adapted_ogpm_eps_1","eps_1","1.3379493713378907"
"0.05","5003","30","hics2024_source_adapted_ogpm_eps_1","eps_1","1.4398412704467773"
