"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.35244638650723464"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.42136853556585213"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.46701077847495265"
