"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.36054147607076176"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.38688623678356504"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.4281540120970111"
