"changed_fraction","seed","policy","epsilon","mean_changed_loss_post"
"0.05","5005","fedgcs2024_source_adapted_ogpm_eps_0.5","eps_0.5","3.774594901589786"
"0.05","5005","mcglr_top2_ogpm_eps_0.5","eps_0.5","3.7345563103170956"
"0.05","5005","poc_ogpm_eps_1","eps_1","3.7941231783698584"
"0.05","5005","oort_official_ogpm_eps_1","eps_1","3.815778193754308"
"0.05","5005","hics2024_source_adapted_ogpm_eps_1","eps_1","3.8085945353788486"
"0.05","5005","fedgcs2024_source_adapted_ogpm_eps_1","eps_1","3.7763070723589722"
"0.05","5005","mcglr_top2_ogpm_eps_1","eps_1","3.5616410872515507"
"0.05","5005","poc_ogpm_eps_2","eps_2","3.7734131869147802"
"0.05","5005","oort_official_ogpm_eps_2","eps_2","3.787995215023265"
"0.05","5005","hics2024_source_adapted_ogpm_eps_2","eps_2","3.8085945353788486"
"0.05","5005","fedgcs2024_source_adapted_ogpm_eps_2","eps_2","3.7876199161305144"
"0.05","5005","mcglr_top2_ogpm_eps_2","eps_2","3.516636983086081"
