"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.38947549917035745"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.4232139997957859"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.5228988189556119"
