"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.4032154640960676"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.43411564499410993"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.5502039426136573"
