"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.2797135056089329"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.2958489792411401"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.49175682712328567"
