"changed_fraction","seed","policy","epsilon","identity_auprc_post"
"0.05","7001","mcglr_top2_ogpm_eps_1","eps_1","0.4029807557876393"
"0.05","7002","mcglr_top2_ogpm_eps_1","eps_1","0.4371416465147875"
"0.05","7003","mcglr_top2_ogpm_eps_1","eps_1","0.5484843402358729"
